company,location,perks,posted,request_date,salary,tags,title
L-Bank,"
             - 
Karlsruhe, Deutschland        ",,yesterday,2018-11-15 13:42:53.439936,,"c#, .net, sql, c++, oracle",Senior Softwareentwickler für das Risikocontrolling (m/w/d)
MateCrate UG,"
             - 
Hamburg, Deutschland        ",On-site and limited remote,yesterday,2018-11-15 13:42:53.439936,,"ruby-on-rails, postgresql, javascript, html5, css3",Full-Stack Entwickler (m/w) – Ruby on Rails | eSport
Equal Experts,"
             - 
Pune, India        ",,yesterday,2018-11-15 13:42:53.439936,,"scala, oop, functional-programming",Scala developer opportunity at Equal Experts Pune (4 years to 10 years)
Orbit Logic,"
             - 
Greenbelt, MD        ",,yesterday,2018-11-15 13:42:53.439936,,"reactjs, javascript, c#, ios, java","Full Stack Developer - Mobile, Desktop, Web, & Cloud Apps to Model Satellites"
ThoughtWorks Inc.,"
             - 
Chennai, India        ",Paid relocation,yesterday,2018-11-15 13:42:53.439936,,"java, tdd, domain-driven-design, oop, microservices",Application Developer / Fullstack
EPAM Systems,"
             - 
Singapore        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:53.439936,,"java, spring, spring-mvc, reactjs, dojo",Full Stack Engineer
HALLESCHE Krankenversicherung a. G.,"
             - 
Stuttgart, Deutschland        ",On-site and limited remote,yesterday,2018-11-15 13:42:53.455559,,"cognos-bi, cognos-10, db2, redhat, sql",Senior Software Developer (m/w/d) für IBM Cognos BI
Red Badger,"
             - 
London, UK        ",Visa sponsor,yesterday,2018-11-15 13:42:53.455559,£55k - 80k,"reactjs, node.js, javascript, graphql",Senior Software Engineer Consultant
ASML,"
             - 
Eindhoven, Netherlands        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:53.455559,£50k - 70k,"c++, linux, python, clearcase, agile",C++ Software Design Engineer - Machine Control & Infrastructure
Scout24,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:53.455559,€60k - 80k,"cloud, amazon-web-services, web-services, docker, scala",Platform Engineer
Celonis SE,"
             - 
München, Deutschland        ",,yesterday,2018-11-15 13:42:53.455559,,"machine-learning, python, sql, algorithms, bigdata, sysadmin",Senior Machine Learning Engineer
Lely,"
             - 
Maassluis, Netherlands        ",,yesterday,2018-11-15 13:42:53.455559,,"embedded, c, c++, python, linux",Embedded Software Engineer
Viessmann Group,"
             - 
Allendorf (Eder), Deutschland        ",,yesterday,2018-11-15 13:42:53.455559,,"matlab, simulink, labview",Funktionsentwickler Batterietechnik (m/w)
HALLESCHE Krankenversicherung a. G.,"
             - 
Stuttgart, Deutschland        ",,yesterday,2018-11-15 13:42:53.455559,,"bpm, java, jms, esb, bpel",Anwendungsentwickler (m/w/d) für BPM-Systeme & Workflows
Motorola Solutions,"
             - 
Kraków, Poland        ",Paid relocation,yesterday,2018-11-15 13:42:53.455559,,"testing, automated-tests, python, jenkins",Test Architect
FATMAP DE GmbH,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:53.455559,€50k - 80k,"kubernetes, amazon-web-services, go, gis",Senior Platform & DevOps Engineer
LeanIX GmbH,"
             - 
Bonn, Germany        ",,yesterday,2018-11-15 13:42:53.455559,,"cloud, azure, docker, kubernetes, devops",Cloud Engineer (m/f)
Visma e-conomic,"
             - 
Copenhagen, Denmark        ",Visa sponsor,yesterday,2018-11-15 13:42:53.471183,,"agile, saas, continuous-integration",Product Owner (Platform and API)
Smartly.io,"
             - 
Helsinki, Finland        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:53.471183,"€42k - 75k

                         | 
Equity","node.js, reactjs, ruby, javascript, saas",Senior Fullstack Engineer
Comcast,"
             - 
Philadelphia, PA        ",,yesterday,2018-11-15 13:42:54.421988,,"web-services, project-management, design","Engineer 3, Software Dev & Engineering"
Disy Informationssysteme GmbH,"
             - 
Karlsruhe, Germany        ","On-site and limited remote, Paid relocation",yesterday,2018-11-15 13:42:54.437613,,"user-experience, css, javascript, rest, web-component",UX-focused Frontend Web Developer
CodeForward,"
             - 
München, Germany        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:54.437613,€55k - 75k,"java, spring, java-ee, mysql",Developer Backend (Java)
Clearscore,"
             - 
London, UK        ",,yesterday,2018-11-15 13:42:54.437613,£40k - 80k,"scala, agile, microservices, akka, postgresql",Backend Developer (Scala)
Comcast,"
             - 
Sunnyvale, CA        ",,yesterday,2018-11-15 13:42:54.437613,,"agile, continuous-integration, design","Full Stack Developer, X1 Applications"
Comcast,"
             - 
Mount Laurel, NJ        ",,yesterday,2018-11-15 13:42:54.437613,,"web-services, testing",Network Engineer 3
Comcast,"
             - 
Moorestown, NJ        ",,yesterday,2018-11-15 13:42:54.437613,,"testing, web-services, project-management","Eng 3,Prodt Dev Engineering"
Comcast,"
             - 
Philadelphia, PA        ",,yesterday,2018-11-15 13:42:54.437613,,"angularjs, cloud, agile","Mgr 1, Software Dev & Engineering"
Comcast,"
             - 
Philadelphia, PA        ",,yesterday,2018-11-15 13:42:54.437613,,web-services,"MGR 2, Software Dev and Engineering"
Comcast,"
             - 
Englewood, CO        ",,yesterday,2018-11-15 13:42:54.437613,,"web-services, project-management, design","Engineer 3, Software Dev & Engineering"
EPLAN Software & Service GmbH & Co. KG,"
             - 
Monheim am Rhein, Deutschland        ",Paid relocation,yesterday,2018-11-15 13:42:54.437613,,"c#, .net, docker, azure",Cloudsolutions Developer (m/f) with focus on .Net Core / C#
Grid Dynamics,"
             - 
Mountain View, CA        ",Paid relocation,yesterday,2018-11-15 13:42:54.453237,,"cloud, linux, devops",Senior DevOps Engineer
Zuhlke Engineering Ltd,"
             - 
London, UK        ",,yesterday,2018-11-15 13:42:54.453237,£60k - 85k,"javascript, microservices, architecture, reactjs, java",Lead Web Application Engineer
Curity AB,"
             - 
Stockholm, Sweden        ",,yesterday,2018-11-15 13:42:54.453237,,"javascript, design, user-interface, html, css",Web Designer
L-Bank,"
             - 
Karlsruhe, Deutschland        ",,yesterday,2018-11-15 13:42:54.453237,,"java, java-ee, ejb, jpa, jsf",Java Entwickler (m/w/d)
JP Morgan Chase,"
             - 
Glasgow, UK        ",,yesterday,2018-11-15 13:42:54.453237,,"java, python, sql",Software Engineer – Java/Microservices/Big Data
Algorythma,"
             - 
Abu Dhabi, United Arab Emirates        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:54.453237,,"java, mobile, node.js",Software Architect
RELEX,"
             - 
Helsinki, Finland        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:54.453237,,"javascript, reactjs, redux, flowtype, jruby",Front-end Developer (React + Redux)
Vodafone GmbH,"
             - 
Düsseldorf, Deutschland        ",On-site and limited remote,yesterday,2018-11-15 13:42:54.453237,,"scrum, agile, jira, ms-project, agile-project-management",Senior Expert IT Scrum Master (m/w)
Vodafone GmbH,"
             - 
Düsseldorf, Deutschland        ",On-site and limited remote,yesterday,2018-11-15 13:42:54.453237,,"qa, testing, automated-tests",Expert IT QA Engineer (m/w)
NOVOMATIC Gaming Industries GmbH,"
             - 
Gumpoldskirchen, Austria        ",,yesterday,2018-11-15 13:42:54.453237,,"c, c++, embedded",Software Entwickler (m/w)
Festo AG & Co. KG,"
             - 
Esslingen am Neckar, Deutschland        ",,yesterday,2018-11-15 13:42:54.453237,,"embedded, c++, c, robotics, controls",Softwareentwickler (m/w) für Robotik Safety
Aperto GmbH,"
             - 
Berlin, Deutschland        ",,yesterday,2018-11-15 13:42:54.468861,,"php, symfony2, drupal, typo3, zend-framework",PHP / Full Stack Developer (m/f)
Code Careers,"
             - 
Eindhoven, Netherlands        ","On-site and limited remote, Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:54.468861,,"c++, continuous-integration, qt",C++ software developer
ricardo.ch,"
             - 
Zug, Switzerland        ",,yesterday,2018-11-15 13:42:54.468861,,"reactjs, redux, stripe-payments",Senior Frontend Engineer
NOVOMATIC Gaming Industries GmbH,"
             - 
Gumpoldskirchen, Austria        ",,yesterday,2018-11-15 13:42:54.953204,€33k - 49k,"c++, c, opengl, embedded",Software Developer C++ (m/w)
Smart Commerce SE,"
             - 
Jena, Deutschland        ","On-site and limited remote, Paid relocation",yesterday,2018-11-15 13:42:54.953204,€40k - 80k,"java, intershop, progressive-web-apps, angularjs",(Senior) Intershop Entwickler (m/w/d)
Volvo Car Corporation(Prd),"
             - 
Gothenburg, Sweden        ",,yesterday,2018-11-15 13:42:54.953204,,,Software Developer for Propulsion Test Systems
karriere tutor GmbH,"
             - 
No office location        ",Remote,yesterday,2018-11-15 13:42:54.953204,,"javascript, php, docker, kubernetes, google-cloud-platform",NoSQL Datenbank Entwickler für Start up im Bereich Online-Lernen
SWM Services GmbH,"
             - 
München, Deutschland        ",,yesterday,2018-11-15 13:42:54.953204,,"java, spring, java-ee, itil, rest",Informatiker / Software-Ingenieur (m/w) Smart Metering
Direct Line Group,"
             - 
Bromley, UK        ","Remote, Paid relocation",yesterday,2018-11-15 13:42:54.968807,,sysadmin,Technology Risk Assessor
Direct Line Group,"
             - 
Bromley, UK        ",Paid relocation,yesterday,2018-11-15 13:42:54.968807,,"security, project-management",Cyber Security Awareness Manager
tarent solutions GmbH,"
             - 
Bonn, Deutschland        ",On-site and limited remote,yesterday,2018-11-15 13:42:54.968807,,"java, spring, rest, microservices, javascript",Agiler Software-Entwickler (m/w) - verschiedene Erfahrungslevel
mimacom group,"
             - 
Munich, Germany        ",Visa sponsor,yesterday,2018-11-15 13:42:54.968807,,"azure, gcp, cloudfoundry, amazon-web-services",Cloud Solution Architect
trivago N.V.,"
             - 
Palma, Spain        ",Paid relocation,yesterday,2018-11-15 13:42:54.968807,,"javascript, css, html, angular, react",Marketing Engineering - Frontend Developer
Agile Digital,"
             - 
Deakin, Australia        ",Paid relocation,yesterday,2018-11-15 13:42:54.968807,,"java, scala, agile, docker, devops","Java/Scala Developer, ready to do great work and learn with the experts?"
inmation Software GmbH,"
             - 
Köln, Germany        ",,yesterday,2018-11-15 13:42:54.968807,,"lua, software-design, customization, scripting, feature-engineering",Software Engineer (Lua Fanatic)
ASML,"
             - 
Eindhoven, Netherlands        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:54.968807,$60k - 75k,"c, c++, linux, matlab, agile",Senior C++ Software Designer - Algorithms
Deloitte UK,"
             - 
London, UK        ",,yesterday,2018-11-15 13:42:54.968807,,"java, .net, continuous-integration, javascript, soap",Software Engineer to help drive transformation with global client
ShopBack,"
             - 
Quận 4, Vietnam        ",,yesterday,2018-11-15 13:42:54.968807,,"cloud, ruby-on-rails, node.js, javascript, reactjs",Engineering Manager
ZWEIDENKER GmbH,"
             - 
Köln, Deutschland        ",,yesterday,2018-11-15 13:42:54.984429,,"android, java, bitbucket, kotlin, continuous-integration",Senior ANDROID DEVELOPER (m/w)
NOVOMATIC Gaming Industries GmbH,"
             - 
Gumpoldskirchen, Austria        ",,yesterday,2018-11-15 13:42:54.984429,,"linux, sysadmin",Systemadministrator Medientechnik (m/w)
inmation Software GmbH,"
             - 
Köln, Germany        ",,yesterday,2018-11-15 13:42:54.984429,,"c#, user-interface, software-design, development-environment, ide",Experienced C# Developer (GUI)
NOVOMATIC Gaming Industries GmbH,"
             - 
Gumpoldskirchen, Austria        ",Paid relocation,yesterday,2018-11-15 13:42:54.984429,,c++,Software Entwickler (m/w) für den Bereich Spieleentwicklung
NOVOMATIC Gaming Industries GmbH,"
             - 
Gumpoldskirchen, Austria        ",,yesterday,2018-11-15 13:42:54.984429,,c#,Tester (m/w)
INFORM - Institut für Operations Research und Management GmbH,"
             - 
Aachen, Deutschland        ",,yesterday,2018-11-15 13:42:54.984429,,"c++, java, c#, delphi",Java/ C++ Softwareentwickler (w/m)
Pepper Media Holding GmbH,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:54.984429,,"php, symfony2, mysql",Senior PHP Developer (m/f)
inmation Software GmbH,"
             - 
Köln, Germany        ",,yesterday,2018-11-15 13:42:54.984429,,"c++, networks, database, software-design, ide","Software Engineer, C++"
Datawallet,"
             - 
Berlin, Germany        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:54.984429,€60k - 80k,"python, etl, amazon-web-services, docker, sql",Senior Data Engineer
EclecticIQ,"
             - 
Amsterdam, Netherlands        ",,yesterday,2018-11-15 13:42:54.984429,"€50k - 70k

                         | 
Equity","python, flask, celery, postgresql, elasticsearch",Senior Software Engineer (Python)
EVBox,"
             - 
Amsterdam, Netherlands        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:55.567450,,"firmware, embedded, unit-testing, functional-testing",Embedded Systems Quality Assurance Engineer
Mendix,"
             - 
Rotterdam, Netherlands        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:55.567450,"€40k - 70k

                         | 
Equity","reactjs, javascript, mobx, mobx-react, typescript",React / MobX Developer
Mendix,"
             - 
Rotterdam, Netherlands        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:55.583095,€45k - 70k,"reactjs, javascript, typescript, react-native, cloud",Javascript/Typescript Mobile Developer
Deloitte UK,"
             - 
London, UK        ",,yesterday,2018-11-15 13:42:55.583095,,"android, user-interface, mobile, ios, android-studio",Building game changing Mobile applications
PROCITEC GmbH,"
             - 
Pforzheim, Deutschland        ",,yesterday,2018-11-15 13:42:55.583095,,"python, c++, qt",Softwareentwickler (m/w)  für die Decoder-Entwicklung in Python und C++
Change,"
             - 
Tallinn, Estonia        ","Visa sponsor, Paid relocation",yesterday,2018-11-15 13:42:55.583095,"€36k - 48k

                         | 
Equity","reactjs, java, javascript, kotlin, spring-boot",Full Stack Product Engineer
